Website URL,Contact Page URL,Contact Form Present,Input Tokens,Output Tokens,Bandwidth Taken,Submitted w/o Captcha,Captcha Present,Nopecha Credits Left,Captcha Solved,Submitted with Captcha,Time taken,Proxy Used,Submission Content,Response,Reason for Failure,Timestamp,Submitted Overall
https://www.equityapartments.com,https://www.equityapartments.com/new-york-city/midtown/west-54th-apartments,Yes,1248,1000,302.1,No,Yes,11423,No,No,00:25,webshare8(slot8),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Equity Apartments - trained VA support from HyperStaff
website fields filled:
- none
submission content: Hi Equity Apartments, Reaching out with a practical support option for Equity Apartments. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Captcha not solved: cloudflare-challenge-page,Captcha not solved: cloudflare-challenge-page,2026-04-05 22:32:55,No
https://www.liveatsky.com,https://www.liveatsky.com/?utm_source=GMB&utm_medium=organic,No,0,0,314.0,No,No,11423,No,No,00:47,webshare6(slot6),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Operational support option for Furnishedquarters
website fields filled:
- none
submission content: Hi Furnishedquarters, Thought this might be relevant for Furnishedquarters if operations are scaling. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. Most teams use this to improve consistency and response times across core processes. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-05 22:32:55,No
https://www.relatedrentals.com,https://www.relatedrentals.com/apartment-rentals/new-york-city/midtown-manhattan/mima,Yes,3257,740,2060.7,No,Yes,11423,No,No,00:38,webshare7(slot7),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Brodsky: virtual assistant support in 24-48 hours
website fields filled:
- _required_dropdowns: auto:3
- _auto_checkboxes: auto:1
- _required_name: auto:8
- _required_email: auto:31
- _required_phone: auto:6
- _required_consents: auto:1
submission content: Hi Brodsky, Sharing a quick idea that could help Brodsky free up internal bandwidth. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Captcha not solved: recaptcha2-timeout-300s,Captcha not solved: recaptcha2-timeout-300s,2026-04-05 22:33:29,No
https://www.relatedrentals.com,https://www.relatedrentals.com/apartment-rentals/new-york-city/union-square/one-union-square-south,Yes,3330,1000,1757.7,No,Yes,11423,No,No,00:38,webshare9(slot9),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Operational support option for 2lincoln
website fields filled:
- _required_dropdowns: auto:7
- _auto_checkboxes: auto:1
- _required_name: auto:10
- _required_email: auto:31
- _required_phone: auto:6
- _required_consents: auto:1
submission content: Hi 2lincoln, Thought this might be relevant for 2lincoln if operations are scaling. HyperStaff helps companies delegate repetitive backend work to ready-to-start virtual assistants. It creates more time for your team to focus on growth and client-facing priorities. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Captcha not solved: recaptcha2-timeout-300s,Captcha not solved: recaptcha2-timeout-300s,2026-04-05 22:33:29,No
https://26west.nyc,http://26west.nyc/,Yes,1501,1000,36.6,No,Yes,11423,No,No,00:33,webshare8(slot8),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Operational support option for Liveatsky
website fields filled:
- none
submission content: Hi Liveatsky, Thought this might be relevant for Liveatsky if operations are scaling. HyperStaff helps companies delegate repetitive backend work to ready-to-start virtual assistants. It creates more time for your team to focus on growth and client-facing priorities. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Captcha not solved: recaptcha2-timeout-300s,Captcha not solved: recaptcha2-timeout-300s,2026-04-05 22:33:50,No
https://thecarolineny.com,http://thecarolineny.com/,No,131,260,6.0,No,No,11423,No,No,00:55,webshare4(slot4),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Operational support option for Rudin
website fields filled:
- none
submission content: Hi Rudin, Thought this might be relevant for Rudin if operations are scaling. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. It creates more time for your team to focus on growth and client-facing priorities. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-05 22:33:51,No
__TEST__,,No,0,0,,No,No,11383,No,No,,,"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for __TEST__ - HyperStaff
website fields filled:
- none
submission content: - none",,Failed,2026-04-05 22:45:55,No
__TEST__,,No,0,0,,No,No,11383,No,No,,,"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for __TEST__ - HyperStaff
website fields filled:
- none
submission content: - none",,Failed,2026-04-05 22:46:57,No
https://rentaroominnyc.nyc,https://rentaroominnyc.nyc/,No,266,520,48.8,No,No,11383,No,No,01:20,webshare1(slot1),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Rentaroominnyc: virtual assistant support in 24-48 hours
website fields filled:
- none
submission content: Hi Rentaroominnyc, Sharing a quick idea that could help Rentaroominnyc free up internal bandwidth. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Contact us form not found,Contact us form not found,2026-04-05 22:48:36,No
https://www.253e52.com,https://www.253e52.com/?utm_knock=ll&__cf_chl_rt_tk=MygFSmiH5kKHC7XzIM6bd.Bsif6Hn0gsneqrsF1VMlU-1775409519-1.0.1.1-a4CMHx7diiFKDdtdJVKqrjthL26VK9_3fKC3N68Nd_0,No,263,520,323.7,No,No,11383,No,No,01:18,webshare6(slot6),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: 253e52 - trained VA support from HyperStaff
website fields filled:
- none
submission content: Hi 253e52, Reaching out with a practical support option for 253e52. Our team at HyperStaff supports growing companies with virtual assistants focused on day-to-day execution. Most teams use this to improve consistency and response times across core processes. We can usually match and onboard in 24-48 hours. Open to a short call to see if this model fits your current needs?",Contact us form not found,Contact us form not found,2026-04-05 22:48:40,No
https://www.hunterspointsouthliving.com,https://www.hunterspointsouthliving.com/,No,133,260,341.8,No,No,11383,No,No,01:19,webshare4(slot4),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Hunterspointsouthliving - HyperStaff
website fields filled:
- none
submission content: Hi Hunterspointsouthliving, I wanted to reach out because Hunterspointsouthliving may benefit from extra backend support. HyperStaff provides pre-trained virtual assistants who can plug into your workflow and work in your time zone. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. If useful, I can share a quick plan tailored to your workflow.",Contact us form not found,Contact us form not found,2026-04-05 22:48:42,No
https://www.transparentcity.co,https://www.transparentcity.co/,No,994,1000,965.5,No,No,11383,No,No,01:21,webshare9(slot9),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Transparentcity: virtual assistant support in 24-48 hours
website fields filled:
- none
submission content: Hi Transparentcity, Sharing a quick idea that could help Transparentcity free up internal bandwidth. At HyperStaff, we match teams with trained virtual assistants for recurring admin and operational tasks. The goal is to reduce internal workload without slowing down execution. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Contact us form not found,Contact us form not found,2026-04-05 22:48:43,No
https://magicallistings.staycation.igms.com,https://magicallistings.staycation.igms.com/,No,129,260,1978.7,No,No,11383,No,No,01:24,webshare3(slot3),"name: Uttam Kumar
last name: Tiwari
email: uttam.tiwari@mail.hyperstaff.co
subject: Virtual Assistant Support for Igms - HyperStaff
website fields filled:
- none
submission content: Hi Igms, I wanted to reach out because Igms may benefit from extra backend support. HyperStaff helps companies delegate repetitive backend work to ready-to-start virtual assistants. This usually helps teams move faster on revenue work while keeping operations steady. We can usually match and onboard in 24-48 hours. Happy to share a quick breakdown if you are exploring this right now.",Contact us form not found,Contact us form not found,2026-04-05 22:48:46,No
